"","Hard_Coral","Soft_Coral","Bleached_Coral","Population_Bleached","Barramundi Cod","Butterflyfish","Coral Trout","Moray","Grouper","Qld Grouper","Humphead","Bumphead","Parrotfish","Snapper","Sweetlips","Clam","Sea cucumber","Urchins","Anemone","Banded coral shrimp","Trochus","Triton","Lobster","Drupella snail","Crown of Throwns","Coral damage","Coral disease","Unknown coral scar","Drupella scar","COTS scar","Marine debris","HC","SC","BC","RKC","RC","NIA","SP","OT","SI","RB","SD","Location","Date"
"900",31.87,0,0.63,1.25,0,2,0,2,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,10,0,14,0,8,10,0,9,31.875,0,0.625,0,36.25,3.75,4.375,0,0,10.625,12.5,"Myora Reef - Myora Reef",2017-11-15
"901",15,1.25,0,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3,0,0,0,0,0,0,0,3,8,0,0,0,0,15,1.25,0,0,28.75,0,14.375,7.5,0,15.625,17.5,"Myora Reef - Myora Reef",2016-11-21
"902",17.5,1.88,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,0,0,0,0,0,0,0,2,0,12,0,0,0,17.5,1.875,0,2.5,20.625,0,16.25,0,0,18.125,23.125,"Myora Reef - Myora Reef",2014-06-23
"903",52.5,0.63,0,1.5,0,57,0,0,0,0,0,0,0,40,2,0,0,10,0,0,0,0,0,0,0,4,16,0,0,0,3,52.5,0.625,0,0,20,0,6.875,0,1.25,10.625,8.125,"Myora Reef - Myora Reef",2020-05-26
"904",0,0,0,0,0,0,0,0,0,0,0,0,0,28,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,46.25,25.625,6.25,0.625,0,0,21.25,"Narrowneck Reef - Narrowneck Artificial Reef",2007-10-02
"905",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,26.875,0.625,0,12.5,0,0,60,"Narrowneck Reef - Narrowneck Artificial Reef",2020-12-05
"906",0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,50,26.875,1.25,6.875,0,0,15,"Narrowneck Reef - Narrowneck Artificial Reef",2019-09-09
"907",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,19.375,42.5,5.625,11.875,8.75,0.625,11.25,"Narrowneck Reef - Narrowneck Artificial Reef",2011-10-12
"908",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.625,43.75,10.625,0,0,0.625,39.375,"Narrowneck Reef - Narrowneck Artificial Reef",2016-04-19
"909",28.75,11.88,2.5,0.25,0,8,0,1,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,8,0,6,2,15,6,0,6,28.75,11.875,2.5,0.625,50.625,0.625,5,0,0,0,0,"Noosa The Caves - The Caves",2019-09-03
"910",16.25,3.13,15,77.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,0,0,0,0,0,0,20,0,13,0,1,0,0,1,16.25,3.125,15,1.25,46.25,6.875,2.5,1.25,3.75,1.875,1.875,"Norman Reef - Norman Reef Middle Mooring",2017-04-02
"911",29.38,10,0,8.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,10,0,0,1,0,0,0,0,10,15,0,0,0,0,29.375,10,0,0,46.875,0,0,0,10,2.5,1.25,"Norman Reef - Norman Reef Middle Mooring",2015-09-13
"912",23.13,11.25,3.13,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,23.125,11.25,3.125,13.125,45.625,0,0,1.25,0,1.25,1.25,"Norman Reef - Norman Reef Middle Mooring",2016-04-17
"913",21.88,1.88,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,21.875,1.875,0,0,73.75,0.625,0,0.625,0,0,1.25,"Norman Reef - Norman Reef Middle Mooring",2014-07-26
"914",17.5,5,0.63,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,0,0,0,0,1,0,5,1,1,1,0,0,17.5,5,0.625,0.625,48.75,15,5,1.875,3.75,0,1.875,"Norman Reef - Norman Reef North",2009-04-04
"915",15,8.75,0,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,5,5,0,0,0,0,15,8.75,0,1.25,28.75,33.75,0.625,6.25,0,1.875,3.75,"Norman Reef - Norman Reef North",2002-04-27
"916",24.38,7.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,24.375,7.5,0,0,53.75,4.375,5.625,1.875,0,0,2.5,"Norman Reef - Norman Reef North",2009-04-05
"917",45,10.63,0,22.5,0,13,1,0,0,0,0,0,21,2,0,10,0,0,0,0,2,0,0,0,0,14,6,0,0,0,0,45,10.625,0,0.625,38.125,0,0,2.5,0,3.125,0,"Norman Reef - Norman Reef South",2010-03-03
"918",28.75,13.13,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,2,0,0,9,0,0,0,0,1,0,0,28.75,13.125,0,0,47.5,3.75,1.25,2.5,0,3.125,0,"Norman Reef - Norman Reef South",2006-04-07
"919",31.25,4.38,0,0,0,14,0,0,1,0,0,0,45,3,0,10,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,31.25,4.375,0,0.625,32.5,3.75,0,0,3.125,0,24.375,"Opal Reef - Bashful Bommie",2007-04-01
"920",30,3.75,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1,0,0,0,0,0,0,0,0,11,0,0,0,0,0,30,3.75,0,0,25,0.625,1.875,0.625,3.125,10.625,24.375,"Opal Reef - Bashful Bommie",2008-03-01
"921",28.75,1.88,0.63,2,0,6,0,0,1,0,2,0,9,0,0,9,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,28.75,1.875,0.625,0,35.625,0.625,0.625,0.625,1.875,2.5,26.875,"Opal Reef - Bashful Bommie",2010-02-03
"922",45,8.13,0,0,0,11,0,0,2,0,0,0,5,0,0,4,1,0,0,0,0,0,0,0,0,5,0,4,0,0,0,45,8.125,0,0,31.25,0.625,1.25,0,1.25,0,12.5,"Opal Reef - Bashful Bommie",2010-02-04
"923",23.13,9.38,2.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,4,0,0,0,0,0,2,0,4,0,3,1,0,0,23.125,9.375,2.5,1.875,28.125,0.625,0.625,1.25,0,3.75,28.75,"Opal Reef - Bashful Bommie",2006-03-05
"924",36.25,4.38,8.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.25,4.375,8.125,7.5,38.75,1.25,0,3.75,0,0,0,"Opal Reef - Bashful Bommie",2018-04-08
"925",34.38,5.63,0.63,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,13,1,7,0,0,0,34.375,5.625,0.625,0,45.625,0.625,0.625,0.625,1.875,3.75,6.25,"Opal Reef - Bashful Bommie",2009-03-14
"926",35.63,11.88,0.63,0.25,0,0,0,0,0,0,0,0,0,0,0,8,1,17,0,0,0,0,0,1,0,0,0,0,2,0,0,35.625,11.875,0.625,0,26.875,1.875,0.625,13.125,0.625,1.875,6.875,"Opal Reef - Bashful Bommie",2005-02-18
"927",16.88,6.25,0,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,5,0,1,0,0,0,0,0,15,0,0,0,0,0,16.875,6.25,0,0.625,22.5,18.125,0.625,1.875,0,8.125,25,"Opal Reef - Bashful Bommie",2003-03-18
"928",31.25,5.63,0,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0,13,0,0,1,0,0,7,0,3,0,8,4,0,0,31.25,5.625,0,0,29.375,1.25,0.625,0,3.75,3.75,24.375,"Opal Reef - Bashful Bommie",2005-03-19
"929",41.88,5.63,0,0,0,9,1,1,1,0,0,0,7,0,0,8,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,41.875,5.625,0,2.5,23.125,0.625,0.625,1.25,5,1.25,18.125,"Opal Reef - Bashful Bommie",2006-05-20
"930",45,6.88,0,1.5,0,6,0,0,0,0,0,3,0,3,0,1,1,6,0,0,0,0,0,1,0,4,0,13,0,0,0,45,6.875,0,0,31.875,1.25,1.25,0,0.625,1.25,11.875,"Opal Reef - Bashful Bommie",2009-03-21
"931",36.88,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,0,0,0,0,0,0,0,0,22,0,35,0,0,0,28.75,6.25,0,0,42.5,1.25,0,1.875,0.625,1.25,17.5,"Opal Reef - Bashful Bommie",2004-05-22
"932",36.88,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,0,0,0,0,0,0,0,0,22,0,35,0,0,0,36.875,5,0,0,35.625,3.75,0,1.875,3.75,0.625,12.5,"Opal Reef - Bashful Bommie",2004-05-22
"933",36.88,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,0,0,0,0,0,0,0,0,19,0,27,0,0,0,28.75,6.25,0,0,42.5,1.25,0,1.875,0.625,1.25,17.5,"Opal Reef - Bashful Bommie",2004-05-22
"934",36.88,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,0,0,0,0,0,0,0,0,19,0,27,0,0,0,36.875,5,0,0,35.625,3.75,0,1.875,3.75,0.625,12.5,"Opal Reef - Bashful Bommie",2004-05-22
"935",28.75,6.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,0,15,0,0,1,0,0,0,0,22,0,35,0,0,0,28.75,6.25,0,0,42.5,1.25,0,1.875,0.625,1.25,17.5,"Opal Reef - Bashful Bommie",2004-05-22
"936",28.75,6.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,0,15,0,0,1,0,0,0,0,22,0,35,0,0,0,36.875,5,0,0,35.625,3.75,0,1.875,3.75,0.625,12.5,"Opal Reef - Bashful Bommie",2004-05-22
"937",28.75,6.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,0,15,0,0,1,0,0,0,0,19,0,27,0,0,0,28.75,6.25,0,0,42.5,1.25,0,1.875,0.625,1.25,17.5,"Opal Reef - Bashful Bommie",2004-05-22
"938",28.75,6.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,0,15,0,0,1,0,0,0,0,19,0,27,0,0,0,36.875,5,0,0,35.625,3.75,0,1.875,3.75,0.625,12.5,"Opal Reef - Bashful Bommie",2004-05-22
"939",36.88,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,0,15,0,0,1,0,0,0,0,22,0,35,0,0,0,28.75,6.25,0,0,42.5,1.25,0,1.875,0.625,1.25,17.5,"Opal Reef - Bashful Bommie",2004-05-22
"940",36.88,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,0,15,0,0,1,0,0,0,0,22,0,35,0,0,0,36.875,5,0,0,35.625,3.75,0,1.875,3.75,0.625,12.5,"Opal Reef - Bashful Bommie",2004-05-22
"941",36.88,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,0,15,0,0,1,0,0,0,0,19,0,27,0,0,0,28.75,6.25,0,0,42.5,1.25,0,1.875,0.625,1.25,17.5,"Opal Reef - Bashful Bommie",2004-05-22
"942",36.88,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,0,15,0,0,1,0,0,0,0,19,0,27,0,0,0,36.875,5,0,0,35.625,3.75,0,1.875,3.75,0.625,12.5,"Opal Reef - Bashful Bommie",2004-05-22
"943",28.75,6.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,0,0,0,0,0,0,0,0,22,0,35,0,0,0,28.75,6.25,0,0,42.5,1.25,0,1.875,0.625,1.25,17.5,"Opal Reef - Bashful Bommie",2004-05-22
"944",28.75,6.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,0,0,0,0,0,0,0,0,22,0,35,0,0,0,36.875,5,0,0,35.625,3.75,0,1.875,3.75,0.625,12.5,"Opal Reef - Bashful Bommie",2004-05-22
"945",28.75,6.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,0,0,0,0,0,0,0,0,19,0,27,0,0,0,28.75,6.25,0,0,42.5,1.25,0,1.875,0.625,1.25,17.5,"Opal Reef - Bashful Bommie",2004-05-22
"946",28.75,6.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,0,0,0,0,0,0,0,0,19,0,27,0,0,0,36.875,5,0,0,35.625,3.75,0,1.875,3.75,0.625,12.5,"Opal Reef - Bashful Bommie",2004-05-22
"947",54.37,3.75,0,7.5,0,16,0,0,1,0,0,0,7,0,0,13,0,0,0,0,0,0,0,0,0,15,5,18,0,0,0,54.375,3.75,0,1.875,28.75,0.625,0,0,0,2.5,8.125,"Opal Reef - Bashful Bommie",2012-06-23
"948",15,9.38,0,3.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4,0,0,0,0,0,0,0,3,5,0,0,0,0,15,9.375,0,3.125,7.5,36.875,0,0,3.75,7.5,16.875,"Opal Reef - Bashful Bommie",2002-04-24
"949",50.63,6.25,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,1,0,0,0,0,0,0,0,1,6,6,2,0,1,0,50.625,6.25,0,1.25,34.375,1.875,0,1.875,0.625,1.875,1.25,"Opal Reef - Bashful Bommie",2013-05-25
"950",54.37,5.63,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,54.375,5.625,0,0,19.375,0,0,0,0,2.5,18.125,"Opal Reef - Bashful Bommie",2011-03-26
"951",37.5,5.63,14.37,56.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,37.5,5.625,14.375,2.5,23.75,8.125,0.625,0,0,0.625,6.875,"Opal Reef - Bashful Bommie",2016-04-30
"952",35,2.5,11.88,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,2,0,0,0,0,0,0,1,0,10,2,0,0,0,1,35,2.5,11.875,10.625,33.75,0,0,2.5,0.625,0,3.125,"Opal Reef - Bashful Bommie",2017-04-30
"953",48.75,6.25,0,28.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,0,0,0,1,0,0,2,0,4,6,1,0,0,0,48.75,6.25,0,0,30,1.875,1.25,0,0,3.125,8.75,"Opal Reef - Bashful Bommie",2015-08-30
"954",50,8.13,0.63,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,0,0,0,1,0,0,1,0,2,0,3,0,0,0,50,8.125,0.625,6.25,21.25,0,1.875,0,1.25,3.125,7.5,"Opal Reef - Bashful Bommie",2010-02-07
"955",33.13,6.88,3.13,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,0,0,0,0,2,0,4,8,0,0,0,0,2,0,0,33.125,6.875,3.125,0,41.25,0,0,2.5,0,10,3.125,"Opal Reef - Bashful Bommie",2018-04-08
"956",40,8.75,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,40,8.75,0,1.25,26.875,2.5,0,1.25,3.125,5.625,10.625,"Opal Reef - Bashful Bommie",2007-05-12
"957",42.5,3.75,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,6,0,0,0,0,2,0,0,2,0,6,0,0,2,42.5,3.75,0,0,30.625,6.875,0,0.625,0,8.125,7.5,"Opal Reef - Bashful Bommie",2004-03-13
"958",36.25,14.37,6.25,4,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,1,0,11,0,8,0,0,0,36.25,14.375,6.25,1.25,33.75,1.875,0,2.5,0.625,0,3.125,"Opal Reef - Cathedrals",2009-03-14
"959",36.25,9.38,0.63,3.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3,0,0,0,0,0,0,0,3,0,5,2,0,0,36.25,9.375,0.625,4.375,27.5,6.875,1.875,5,6.875,0,1.25,"Opal Reef - Cathedrals",2006-03-17
"960",61.88,10,0,0,0,7,1,0,0,0,0,0,19,1,0,4,0,0,0,0,0,0,0,0,0,4,0,18,0,0,0,61.875,10,0,0,21.25,0.625,0.625,1.25,1.875,1.25,1.25,"Opal Reef - SNO (South North Opal)",2010-02-04
"961",37.5,6.88,1.88,17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,1,0,0,0,0,0,2,0,8,23,0,2,0,0,37.5,6.875,1.875,2.5,35,0,0,1.25,0,10.625,4.375,"Opal Reef - SNO (South North Opal)",2010-02-05
"962",60.62,8.13,0.63,1,0,13,0,0,0,0,0,0,8,2,0,3,0,0,0,0,0,0,0,1,0,2,0,25,1,0,0,60.625,8.125,0.625,0,23.75,0,0,0.625,0.625,4.375,1.25,"Opal Reef - SNO (South North Opal)",2009-03-15
"963",63.75,6.25,1.25,0,0,16,0,0,2,0,0,0,8,0,0,7,0,0,0,0,0,0,0,3,0,16,12,9,1,0,0,63.75,6.25,1.25,3.75,24.375,0.625,0,0,0,0,0,"Opal Reef - SNO (South North Opal)",2011-03-26
"964",64.38,8.13,1.88,3.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,2,0,0,0,0,0,2,0,10,10,0,2,0,0,64.375,8.125,1.875,0,20,1.25,1.25,2.5,0.625,0,0,"Opal Reef - SNO (South North Opal)",2015-08-30
"965",36.88,6.25,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,1,0,0,0,0,0,0,0,16,10,2,0,0,0,36.875,6.25,0,0.625,33.75,0.625,0.625,0.625,0.625,5.625,14.375,"Opal Reef - SNO (South North Opal)",2013-05-25
"966",36.25,3.13,23.13,52.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,36.25,3.125,23.125,2.5,19.375,10,1.25,0,0,1.875,2.5,"Opal Reef - SNO (South North Opal)",2016-04-30
"967",35,7.5,0,2.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,6,0,0,0,0,0,2,0,4,0,0,0,0,0,35,7.5,0,2.5,40,0,0,2.5,0,12.5,0,"Opal Reef - Split Bommie",2008-03-02
"968",35,8.13,0,0,0,4,1,0,1,0,0,0,6,0,0,3,0,1,0,0,0,0,0,0,0,4,0,3,0,0,0,35,8.125,0,0,43.125,5,2.5,3.75,0,2.5,0,"Opal Reef - Split Bommie",2010-02-04
"969",36.88,15,3.13,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,0,0,0,0,6,0,6,0,2,2,1,0,36.875,15,3.125,1.25,35,4.375,0.625,1.25,0,2.5,0,"Opal Reef - Split Bommie",2006-03-05
"970",28.13,8.13,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,2,0,1,3,0,0,0,0,0,0,0,28.125,8.125,0,3.75,38.75,0.625,8.75,5.625,1.25,5,0,"Opal Reef - Split Bommie",2010-02-06
"971",36.25,8.75,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,2,0,2,0,6,0,0,0,36.25,8.75,0,0,41.25,10,0.625,0.625,1.25,1.25,0,"Opal Reef - Split Bommie",2007-05-12
"972",46.88,8.75,1.25,1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,1,0,0,5,0,0,56,0,17,0,3,17,2,0,46.875,8.75,1.25,6.25,23.125,1.875,0,9.375,0.625,1.875,0,"Opal Reef - Split Bommie",2004-02-15
"973",35,18.75,1.25,5,0,18,3,0,0,0,0,0,6,1300,0,5,0,0,0,0,2,0,0,1,0,16,0,10,0,0,0,35,18.75,1.25,0,35.625,0.625,1.875,5,0,1.875,0,"Opal Reef - Split Bommie",2009-03-15
"974",42.5,8.13,0,10,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,2,0,0,31,0,5,0,2,31,0,0,42.5,8.125,0,1.25,26.875,1.875,1.25,14.375,0,2.5,1.25,"Opal Reef - Split Bommie",2005-02-17
"975",11.25,9.38,19.38,35.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,0,1,0,0,2,1,5,0,0,0,0,0,11.25,9.375,19.375,4.375,35.625,13.75,3.75,1.25,0.625,0.625,0,"Opal Reef - Split Bommie",2017-04-30
"976",28.75,15,0,0,0,18,0,0,0,0,0,0,31,1,0,6,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,28.75,15,0,0,46.25,2.5,0,0.625,0,5,1.875,"Opal Reef - The Wedge",2007-04-01
"977",29.38,13.13,3.13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,29.375,13.125,3.125,0,40,0,3.125,0.625,0,10,0.625,"Opal Reef - The Wedge",2008-03-01
"978",39.38,8.75,1.25,0.25,0,14,4,0,1,0,0,0,8,17,0,10,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,39.375,8.75,1.25,0.625,40,1.25,0,0.625,1.25,6.875,0,"Opal Reef - The Wedge",2010-02-02
"979",21.88,14.37,1.88,2.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,13,0,0,1,0,0,1,0,2,1,0,1,0,1,21.875,14.375,1.875,3.125,43.75,7.5,0,0.625,0,6.25,0.625,"Opal Reef - The Wedge",2004-02-15
"980",28.75,10,0.63,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,3,0,0,0,0,0,1,0,0,0,4,0,1,0,28.75,10,0.625,0.625,43.125,4.375,1.875,0.625,3.125,6.875,0,"Opal Reef - The Wedge",2006-03-16
"981",25,11.25,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,1,0,0,6,0,0,0,0,5,0,0,25,11.25,0,3.75,23.125,11.25,0,2.5,0.625,22.5,0,"Opal Reef - The Wedge",2005-02-17
"982",37.5,13.75,0.63,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,4,0,0,2,0,0,5,0,0,1,23,3,0,0,37.5,13.75,0.625,0.625,37.5,0,1.25,0.625,0,6.875,1.25,"Opal Reef - The Wedge",2009-03-21
"983",46.25,11.25,0,4.5,0,33,0,0,0,0,0,0,22,0,0,10,1,10,0,0,0,0,0,0,0,21,1,7,0,0,0,46.25,11.25,0,0.625,32.5,1.875,0,1.875,0,5,0.625,"Opal Reef - The Wedge",2012-06-23
"984",31.87,11.25,0.63,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,6,0,0,0,0,0,0,0,14,4,14,0,0,0,31.875,11.25,0.625,0,39.375,9.375,0.625,0.625,1.25,4.375,0.625,"Opal Reef - The Wedge",2013-05-26
"985",10.63,4.38,22.5,42.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,0,0,0,21,0,12,4,0,21,0,0,10.625,4.375,22.5,18.75,41.875,0,0,1.25,0,0,0.625,"Opal Reef - The Wedge",2017-04-30
"986",34.38,8.13,0,0,0,25,0,0,0,0,0,0,27,3,2,20,3,0,0,0,0,0,0,1,0,0,0,16,0,0,0,34.375,8.125,0,0,39.375,1.875,1.25,0.625,0.625,2.5,11.25,"Opal Reef - Two Tone",2007-04-01
"987",38.75,8.75,0.63,1,0,13,0,0,1,0,0,0,14,0,0,7,3,0,0,0,1,0,0,1,0,5,0,4,0,0,0,38.75,8.75,0.625,0.625,38.75,0,2.5,1.25,5.625,1.25,1.875,"Opal Reef - Two Tone",2010-02-03
"988",22.5,6.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,1,25,0,0,0,0,0,0,0,0,0,7,1,0,2,22.5,6.25,0,0,40,5,0.625,3.125,8.125,6.25,8.125,"Opal Reef - Two Tone",2004-03-13
"989",22.5,11.25,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,1,2,2,6,0,0,0,22.5,11.25,0,0,19.375,1.875,1.25,1.25,32.5,2.5,7.5,"Opal Reef - Two Tone",2009-03-22
"990",40,15.63,0,4.5,0,27,0,0,0,0,0,0,22,0,0,10,3,1,0,1,0,0,0,0,0,16,2,7,1,0,0,40,15.625,0,0.625,28.75,0,0,0,0,5,10,"Opal Reef - Two Tone",2012-06-23
"991",40,14.37,0,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2,7,0,0,0,0,0,0,0,2,10,4,0,0,0,40,14.375,0,0,34.375,0,1.875,1.25,1.875,0,6.25,"Opal Reef - Two Tone",2013-05-25
"992",19.38,6.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,19.375,6.25,0,0,23.75,24.375,0.625,0.625,7.5,8.75,8.75,"Opal Reef - Two Tone",2003-03-28
"993",7.5,8.75,0,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,1,0,0,0,7.5,8.75,0,0,31.875,0,0,0,26.25,10.625,15,"Orpheus Jetty Jenni - OIRS Jetty",2021-06-05
"994",48.13,3.13,3.75,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,0,0,0,0,2,0,0,12,0,0,0,4,2,0,0,48.125,3.125,3.75,0,36.875,0,0.625,7.5,0,0,0,"Osprey Reef - Admiralty Anchor",2004-03-01
"995",53.13,1.88,0,0,0,19,0,0,0,0,0,0,7,5,2,58,0,0,0,0,2,0,0,4,0,6,0,0,1,0,1,53.125,1.875,0,0.625,32.5,1.25,0,10.625,0,0,0,"Osprey Reef - Admiralty Anchor",2007-05-07
"996",56.88,2.5,0,0.75,0,33,0,0,1,0,0,1,14,0,3,107,0,3,0,0,2,0,0,45,0,10,35,0,10,0,0,56.875,2.5,0,1.25,33.75,0.625,0.625,3.125,0,1.25,0,"Osprey Reef - Admiralty Anchor",2006-05-08
"997",51.25,1.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,51.25,1.25,0,2.5,26.875,5,0,12.5,0,0.625,0,"Osprey Reef - Admiralty Anchor",2003-01-13
"998",46.25,3.13,0.63,0,0,21,0,0,1,0,0,0,17,0,0,93,0,3,0,0,2,0,0,35,0,46,0,2,15,0,1,46.25,3.125,0.625,0.625,38.75,2.5,0,3.75,0,4.375,0,"Osprey Reef - Admiralty Anchor",2005-03-14
